x,y,u
7.812500e-03,1.718750e-01,1.261687e-02
1.171875e-02,1.718750e-01,1.892293e-02
1.562500e-02,1.718750e-01,2.522614e-02
1.953125e-02,1.718750e-01,3.152556e-02
2.343750e-02,1.718750e-01,3.782022e-02
2.734375e-02,1.718750e-01,4.410919e-02
3.125000e-02,1.718750e-01,5.039151e-02
3.515625e-02,1.718750e-01,5.666625e-02
3.906250e-02,1.718750e-01,6.293246e-02
4.296875e-02,1.718750e-01,6.918918e-02
4.687500e-02,1.718750e-01,7.543549e-02
5.078125e-02,1.718750e-01,8.167043e-02
5.468750e-02,1.718750e-01,8.789308e-02
5.859375e-02,1.718750e-01,9.410249e-02
6.250000e-02,1.718750e-01,1.002977e-01
6.640625e-02,1.718750e-01,1.064779e-01
7.031250e-02,1.718750e-01,1.126420e-01
7.421875e-02,1.718750e-01,1.187891e-01
7.812500e-02,1.718750e-01,1.249183e-01
8.203125e-02,1.718750e-01,1.310288e-01
8.593750e-02,1.718750e-01,1.371195e-01
8.984375e-02,1.718750e-01,1.431895e-01
9.375000e-02,1.718750e-01,1.492380e-01
9.765625e-02,1.718750e-01,1.552640e-01
1.015625e-01,1.718750e-01,1.612667e-01
1.054688e-01,1.718750e-01,1.672450e-01
1.093750e-01,1.718750e-01,1.731982e-01
1.132812e-01,1.718750e-01,1.791253e-01
1.171875e-01,1.718750e-01,1.850254e-01
1.210938e-01,1.718750e-01,1.908976e-01
1.250000e-01,1.718750e-01,1.967411e-01
1.289062e-01,1.718750e-01,2.025549e-01
1.328125e-01,1.718750e-01,2.083383e-01
1.367188e-01,1.718750e-01,2.140903e-01
1.406250e-01,1.718750e-01,2.198100e-01
1.445312e-01,1.718750e-01,2.254966e-01
1.484375e-01,1.718750e-01,2.311493e-01
1.523438e-01,1.718750e-01,2.367672e-01
1.562500e-01,1.718750e-01,2.423494e-01
1.601562e-01,1.718750e-01,2.478951e-01
1.640625e-01,1.718750e-01,2.534035e-01
1.679688e-01,1.718750e-01,2.588737e-01
1.718750e-01,1.718750e-01,2.643050e-01
1.757812e-01,1.718750e-01,2.696964e-01
1.796875e-01,1.718750e-01,2.750472e-01
1.835938e-01,1.718750e-01,2.803566e-01
1.875000e-01,1.718750e-01,2.856238e-01
1.914062e-01,1.718750e-01,2.908479e-01
1.953125e-01,1.718750e-01,2.960283e-01
1.992188e-01,1.718750e-01,3.011641e-01
2.031250e-01,1.718750e-01,3.062545e-01
2.070312e-01,1.718750e-01,3.112988e-01
2.109375e-01,1.718750e-01,3.162962e-01
2.148438e-01,1.718750e-01,3.212460e-01
2.187500e-01,1.718750e-01,3.261474e-01
2.226562e-01,1.718750e-01,3.309997e-01
2.265625e-01,1.718750e-01,3.358022e-01
2.304688e-01,1.718750e-01,3.405540e-01
2.343750e-01,1.718750e-01,3.452546e-01
2.382812e-01,1.718750e-01,3.499032e-01
2.421875e-01,1.718750e-01,3.544991e-01
2.460938e-01,1.718750e-01,3.590417e-01
2.500000e-01,1.718750e-01,3.635301e-01
2.539062e-01,1.718750e-01,3.679638e-01
2.578125e-01,1.718750e-01,3.723421e-01
2.617188e-01,1.718750e-01,3.766643e-01
2.656250e-01,1.718750e-01,3.809298e-01
2.695312e-01,1.718750e-01,3.851379e-01
2.734375e-01,1.718750e-01,3.892880e-01
2.773438e-01,1.718750e-01,3.933795e-01
2.812500e-01,1.718750e-01,3.974118e-01
2.851562e-01,1.718750e-01,4.013842e-01
2.890625e-01,1.718750e-01,4.052962e-01
2.929688e-01,1.718750e-01,4.091471e-01
2.968750e-01,1.718750e-01,4.129364e-01
3.007812e-01,1.718750e-01,4.166635e-01
3.046875e-01,1.718750e-01,4.203279e-01
3.085938e-01,1.718750e-01,4.239289e-01
3.125000e-01,1.718750e-01,4.274662e-01
3.164062e-01,1.718750e-01,4.309390e-01
3.203125e-01,1.718750e-01,4.343470e-01
3.242188e-01,1.718750e-01,4.376895e-01
3.281250e-01,1.718750e-01,4.409662e-01
3.320312e-01,1.718750e-01,4.441764e-01
3.359375e-01,1.718750e-01,4.473197e-01
3.398438e-01,1.718750e-01,4.503957e-01
3.437500e-01,1.718750e-01,4.534038e-01
3.476562e-01,1.718750e-01,4.563437e-01
3.515625e-01,1.718750e-01,4.592148e-01
3.554688e-01,1.718750e-01,4.620168e-01
3.593750e-01,1.718750e-01,4.647492e-01
3.632812e-01,1.718750e-01,4.674116e-01
3.671875e-01,1.718750e-01,4.700036e-01
3.710938e-01,1.718750e-01,4.725249e-01
3.750000e-01,1.718750e-01,4.749750e-01
3.789062e-01,1.718750e-01,4.773535e-01
3.828125e-01,1.718750e-01,4.796602e-01
3.867188e-01,1.718750e-01,4.818946e-01
3.906250e-01,1.718750e-01,4.840565e-01
3.945312e-01,1.718750e-01,4.861454e-01
3.984375e-01,1.718750e-01,4.881612e-01
4.023438e-01,1.718750e-01,4.901034e-01
4.062500e-01,1.718750e-01,4.919718e-01
4.101562e-01,1.718750e-01,4.937662e-01
4.140625e-01,1.718750e-01,4.954861e-01
4.179688e-01,1.718750e-01,4.971315e-01
4.218750e-01,1.718750e-01,4.987020e-01
4.257812e-01,1.718750e-01,5.001974e-01
4.296875e-01,1.718750e-01,5.016174e-01
4.335938e-01,1.718750e-01,5.029620e-01
4.375000e-01,1.718750e-01,5.042307e-01
4.414062e-01,1.718750e-01,5.054236e-01
4.453125e-01,1.718750e-01,5.065403e-01
4.492188e-01,1.718750e-01,5.075807e-01
4.531250e-01,1.718750e-01,5.085447e-01
4.570312e-01,1.718750e-01,5.094322e-01
4.609375e-01,1.718750e-01,5.102429e-01
4.648438e-01,1.718750e-01,5.109767e-01
4.687500e-01,1.718750e-01,5.116336e-01
4.726562e-01,1.718750e-01,5.122135e-01
4.765625e-01,1.718750e-01,5.127162e-01
4.804688e-01,1.718750e-01,5.131417e-01
4.843750e-01,1.718750e-01,5.134899e-01
4.882812e-01,1.718750e-01,5.137608e-01
4.921875e-01,1.718750e-01,5.139544e-01
4.960938e-01,1.718750e-01,5.140705e-01
5.000000e-01,1.718750e-01,5.141092e-01
5.039062e-01,1.718750e-01,5.140705e-01
5.078125e-01,1.718750e-01,5.139544e-01
5.117188e-01,1.718750e-01,5.137608e-01
5.156250e-01,1.718750e-01,5.134899e-01
5.195312e-01,1.718750e-01,5.131417e-01
5.234375e-01,1.718750e-01,5.127162e-01
5.273438e-01,1.718750e-01,5.122135e-01
5.312500e-01,1.718750e-01,5.116336e-01
5.351562e-01,1.718750e-01,5.109767e-01
5.390625e-01,1.718750e-01,5.102429e-01
5.429688e-01,1.718750e-01,5.094322e-01
5.468750e-01,1.718750e-01,5.085447e-01
5.507812e-01,1.718750e-01,5.075807e-01
5.546875e-01,1.718750e-01,5.065403e-01
5.585938e-01,1.718750e-01,5.054236e-01
5.625000e-01,1.718750e-01,5.042307e-01
5.664062e-01,1.718750e-01,5.029620e-01
5.703125e-01,1.718750e-01,5.016174e-01
5.742188e-01,1.718750e-01,5.001974e-01
5.781250e-01,1.718750e-01,4.987020e-01
5.820312e-01,1.718750e-01,4.971315e-01
5.859375e-01,1.718750e-01,4.954861e-01
5.898438e-01,1.718750e-01,4.937662e-01
5.937500e-01,1.718750e-01,4.919718e-01
5.976562e-01,1.718750e-01,4.901034e-01
6.015625e-01,1.718750e-01,4.881612e-01
6.054688e-01,1.718750e-01,4.861454e-01
6.093750e-01,1.718750e-01,4.840565e-01
6.132812e-01,1.718750e-01,4.818946e-01
6.171875e-01,1.718750e-01,4.796602e-01
6.210938e-01,1.718750e-01,4.773535e-01
6.250000e-01,1.718750e-01,4.749750e-01
6.289062e-01,1.718750e-01,4.725249e-01
6.328125e-01,1.718750e-01,4.700036e-01
6.367188e-01,1.718750e-01,4.674116e-01
6.406250e-01,1.718750e-01,4.647492e-01
6.445312e-01,1.718750e-01,4.620168e-01
6.484375e-01,1.718750e-01,4.592148e-01
6.523438e-01,1.718750e-01,4.563437e-01
6.562500e-01,1.718750e-01,4.534038e-01
6.601562e-01,1.718750e-01,4.503957e-01
6.640625e-01,1.718750e-01,4.473197e-01
6.679688e-01,1.718750e-01,4.441764e-01
6.718750e-01,1.718750e-01,4.409662e-01
6.757812e-01,1.718750e-01,4.376895e-01
6.796875e-01,1.718750e-01,4.343470e-01
6.835938e-01,1.718750e-01,4.309390e-01
6.875000e-01,1.718750e-01,4.274662e-01
6.914062e-01,1.718750e-01,4.239289e-01
6.953125e-01,1.718750e-01,4.203279e-01
6.992188e-01,1.718750e-01,4.166635e-01
7.031250e-01,1.718750e-01,4.129364e-01
7.070312e-01,1.718750e-01,4.091471e-01
7.109375e-01,1.718750e-01,4.052961e-01
7.148438e-01,1.718750e-01,4.013842e-01
7.187500e-01,1.718750e-01,3.974118e-01
7.226562e-01,1.718750e-01,3.933795e-01
7.265625e-01,1.718750e-01,3.892880e-01
7.304688e-01,1.718750e-01,3.851379e-01
7.343750e-01,1.718750e-01,3.809298e-01
7.382812e-01,1.718750e-01,3.766643e-01
7.421875e-01,1.718750e-01,3.723421e-01
7.460938e-01,1.718750e-01,3.679638e-01
7.500000e-01,1.718750e-01,3.635301e-01
7.539062e-01,1.718750e-01,3.590416e-01
7.578125e-01,1.718750e-01,3.544991e-01
7.617188e-01,1.718750e-01,3.499032e-01
7.656250e-01,1.718750e-01,3.452546e-01
7.695312e-01,1.718750e-01,3.405540e-01
7.734375e-01,1.718750e-01,3.358022e-01
7.773438e-01,1.718750e-01,3.309997e-01
7.812500e-01,1.718750e-01,3.261474e-01
7.851562e-01,1.718750e-01,3.212460e-01
7.890625e-01,1.718750e-01,3.162962e-01
7.929688e-01,1.718750e-01,3.112988e-01
7.968750e-01,1.718750e-01,3.062545e-01
8.007812e-01,1.718750e-01,3.011641e-01
8.046875e-01,1.718750e-01,2.960283e-01
8.085938e-01,1.718750e-01,2.908479e-01
8.125000e-01,1.718750e-01,2.856238e-01
8.164062e-01,1.718750e-01,2.803566e-01
8.203125e-01,1.718750e-01,2.750472e-01
8.242188e-01,1.718750e-01,2.696964e-01
8.281250e-01,1.718750e-01,2.643049e-01
8.320312e-01,1.718750e-01,2.588737e-01
8.359375e-01,1.718750e-01,2.534035e-01
8.398438e-01,1.718750e-01,2.478951e-01
8.437500e-01,1.718750e-01,2.423494e-01
8.476562e-01,1.718750e-01,2.367672e-01
8.515625e-01,1.718750e-01,2.311493e-01
8.554688e-01,1.718750e-01,2.254966e-01
8.593750e-01,1.718750e-01,2.198100e-01
8.632812e-01,1.718750e-01,2.140903e-01
8.671875e-01,1.718750e-01,2.083383e-01
8.710938e-01,1.718750e-01,2.025549e-01
8.750000e-01,1.718750e-01,1.967411e-01
8.789062e-01,1.718750e-01,1.908976e-01
8.828125e-01,1.718750e-01,1.850253e-01
8.867188e-01,1.718750e-01,1.791252e-01
8.906250e-01,1.718750e-01,1.731982e-01
8.945312e-01,1.718750e-01,1.672450e-01
8.984375e-01,1.718750e-01,1.612667e-01
9.023438e-01,1.718750e-01,1.552640e-01
9.062500e-01,1.718750e-01,1.492380e-01
9.101562e-01,1.718750e-01,1.431895e-01
9.140625e-01,1.718750e-01,1.371195e-01
9.179688e-01,1.718750e-01,1.310288e-01
9.218750e-01,1.718750e-01,1.249183e-01
9.257812e-01,1.718750e-01,1.187891e-01
9.296875e-01,1.718750e-01,1.126420e-01
9.335938e-01,1.718750e-01,1.064779e-01
9.375000e-01,1.718750e-01,1.002977e-01
9.414062e-01,1.718750e-01,9.410249e-02
9.453125e-01,1.718750e-01,8.789308e-02
9.492188e-01,1.718750e-01,8.167043e-02
9.531250e-01,1.718750e-01,7.543549e-02
9.570312e-01,1.718750e-01,6.918918e-02
9.609375e-01,1.718750e-01,6.293245e-02
9.648438e-01,1.718750e-01,5.666625e-02
9.687500e-01,1.718750e-01,5.039151e-02
9.726562e-01,1.718750e-01,4.410919e-02
9.765625e-01,1.718750e-01,3.782022e-02
9.804688e-01,1.718750e-01,3.152555e-02
9.843750e-01,1.718750e-01,2.522614e-02
9.882812e-01,1.718750e-01,1.892293e-02
9.921875e-01,1.718750e-01,1.261687e-02
9.960938e-01,1.718750e-01,6.308911e-03
3.906250e-03,1.757812e-01,6.437603e-03
7.812500e-03,1.757812e-01,1.287424e-02
1.171875e-02,1.757812e-01,1.930893e-02
1.562500e-02,1.757812e-01,2.574072e-02
1.953125e-02,1.757812e-01,3.216863e-02
2.343750e-02,1.757812e-01,3.859170e-02
2.734375e-02,1.757812e-01,4.500895e-02
3.125000e-02,1.757812e-01,5.141943e-02
3.515625e-02,1.757812e-01,5.782216e-02
3.906250e-02,1.757812e-01,6.421618e-02
4.296875e-02,1.757812e-01,7.060054e-02
4.687500e-02,1.757812e-01,7.697426e-02
5.078125e-02,1.757812e-01,8.333639e-02
5.468750e-02,1.757812e-01,8.968597e-02
5.859375e-02,1.757812e-01,9.602204e-02
6.250000e-02,1.757812e-01,1.023437e-01
6.640625e-02,1.757812e-01,1.086499e-01
7.031250e-02,1.757812e-01,1.149397e-01
7.421875e-02,1.757812e-01,1.212122e-01
7.812500e-02,1.757812e-01,1.274665e-01
8.203125e-02,1.757812e-01,1.337016e-01
8.593750e-02,1.757812e-01,1.399165e-01
8.984375e-02,1.757812e-01,1.461104e-01
9.375000e-02,1.757812e-01,1.522823e-01
9.765625e-02,1.757812e-01,1.584312e-01
1.015625e-01,1.757812e-01,1.645563e-01
1.054688e-01,1.757812e-01,1.706566e-01
1.093750e-01,1.757812e-01,1.767312e-01
1.132812e-01,1.757812e-01,1.827791e-01
1.171875e-01,1.757812e-01,1.887996e-01
1.210938e-01,1.757812e-01,1.947916e-01
1.250000e-01,1.757812e-01,2.007543e-01
1.289062e-01,1.757812e-01,2.066868e-01
1.328125e-01,1.757812e-01,2.125881e-01
1.367188e-01,1.757812e-01,2.184574e-01
1.406250e-01,1.757812e-01,2.242938e-01
1.445312e-01,1.757812e-01,2.300964e-01
1.484375e-01,1.757812e-01,2.358644e-01
1.523438e-01,1.757812e-01,2.415969e-01
1.562500e-01,1.757812e-01,2.472930e-01
1.601562e-01,1.757812e-01,2.529518e-01
1.640625e-01,1.757812e-01,2.585726e-01
1.679688e-01,1.757812e-01,2.641544e-01
1.718750e-01,1.757812e-01,2.696964e-01
1.757812e-01,1.757812e-01,2.751978e-01
1.796875e-01,1.757812e-01,2.806578e-01
1.835938e-01,1.757812e-01,2.860755e-01
1.875000e-01,1.757812e-01,2.914501e-01
1.914062e-01,1.757812e-01,2.967808e-01
1.953125e-01,1.757812e-01,3.020668e-01
1.992188e-01,1.757812e-01,3.073074e-01
2.031250e-01,1.757812e-01,3.125016e-01
2.070312e-01,1.757812e-01,3.176488e-01
2.109375e-01,1.757812e-01,3.227482e-01
2.148438e-01,1.757812e-01,3.277990e-01
2.187500e-01,1.757812e-01,3.328004e-01
2.226562e-01,1.757812e-01,3.377516e-01
2.265625e-01,1.757812e-01,3.426520e-01
2.304688e-01,1.757812e-01,3.475008e-01
2.343750e-01,1.757812e-01,3.522973e-01
2.382812e-01,1.757812e-01,3.570407e-01
2.421875e-01,1.757812e-01,3.617304e-01
2.460938e-01,1.757812e-01,3.663656e-01
2.500000e-01,1.757812e-01,3.709456e-01
2.539062e-01,1.757812e-01,3.754697e-01
2.578125e-01,1.757812e-01,3.799373e-01
2.617188e-01,1.757812e-01,3.843477e-01
2.656250e-01,1.757812e-01,3.887002e-01
2.695312e-01,1.757812e-01,3.929942e-01
2.734375e-01,1.757812e-01,3.972289e-01
2.773438e-01,1.757812e-01,4.014039e-01
2.812500e-01,1.757812e-01,4.055184e-01
2.851562e-01,1.757812e-01,4.095718e-01
2.890625e-01,1.757812e-01,4.135636e-01
2.929688e-01,1.757812e-01,4.174931e-01
2.968750e-01,1.757812e-01,4.213597e-01
3.007812e-01,1.757812e-01,4.251628e-01
3.046875e-01,1.757812e-01,4.289019e-01
3.085938e-01,1.757812e-01,4.325765e-01
3.125000e-01,1.757812e-01,4.361859e-01
3.164062e-01,1.757812e-01,4.397296e-01
3.203125e-01,1.757812e-01,4.432070e-01
3.242188e-01,1.757812e-01,4.466178e-01
3.281250e-01,1.757812e-01,4.499612e-01
3.320312e-01,1.757812e-01,4.532369e-01
3.359375e-01,1.757812e-01,4.564444e-01
3.398438e-01,1.757812e-01,4.595831e-01
3.437500e-01,1.757812e-01,4.626526e-01
3.476562e-01,1.757812e-01,4.656524e-01
3.515625e-01,1.757812e-01,4.685821e-01
3.554688e-01,1.757812e-01,4.714413e-01
3.593750e-01,1.757812e-01,4.742294e-01
3.632812e-01,1.757812e-01,4.769461e-01
3.671875e-01,1.757812e-01,4.795910e-01
3.710938e-01,1.757812e-01,4.821637e-01
3.750000e-01,1.757812e-01,4.846638e-01
3.789062e-01,1.757812e-01,4.870908e-01
3.828125e-01,1.757812e-01,4.894445e-01
3.867188e-01,1.757812e-01,4.917245e-01
3.906250e-01,1.757812e-01,4.939305e-01
3.945312e-01,1.757812e-01,4.960621e-01
3.984375e-01,1.757812e-01,4.981189e-01
4.023438e-01,1.757812e-01,5.001008e-01
4.062500e-01,1.757812e-01,5.020073e-01
4.101562e-01,1.757812e-01,5.038383e-01
4.140625e-01,1.757812e-01,5.055933e-01
4.179688e-01,1.757812e-01,5.072722e-01
4.218750e-01,1.757812e-01,5.088748e-01
4.257812e-01,1.757812e-01,5.104007e-01
4.296875e-01,1.757812e-01,5.118497e-01
4.335938e-01,1.757812e-01,5.132216e-01
4.375000e-01,1.757812e-01,5.145163e-01
4.414062e-01,1.757812e-01,5.157335e-01
4.453125e-01,1.757812e-01,5.168730e-01
4.492188e-01,1.757812e-01,5.179346e-01
4.531250e-01,1.757812e-01,5.189183e-01
4.570312e-01,1.757812e-01,5.198238e-01
4.609375e-01,1.757812e-01,5.206511e-01
4.648438e-01,1.757812e-01,5.213999e-01
4.687500e-01,1.757812e-01,5.220702e-01
4.726562e-01,1.757812e-01,5.226619e-01
4.765625e-01,1.757812e-01,5.231748e-01
4.804688e-01,1.757812e-01,5.236090e-01
4.843750e-01,1.757812e-01,5.239644e-01
4.882812e-01,1.757812e-01,5.242408e-01
4.921875e-01,1.757812e-01,5.244383e-01
4.960938e-01,1.757812e-01,5.245568e-01
5.000000e-01,1.757812e-01,5.245963e-01
5.039062e-01,1.757812e-01,5.245568e-01
5.078125e-01,1.757812e-01,5.244383e-01
5.117188e-01,1.757812e-01,5.242408e-01
5.156250e-01,1.757812e-01,5.239644e-01
5.195312e-01,1.757812e-01,5.236090e-01
5.234375e-01,1.757812e-01,5.231748e-01
5.273438e-01,1.757812e-01,5.226619e-01
5.312500e-01,1.757812e-01,5.220702e-01
5.351562e-01,1.757812e-01,5.213999e-01
5.390625e-01,1.757812e-01,5.206511e-01
5.429688e-01,1.757812e-01,5.198238e-01
5.468750e-01,1.757812e-01,5.189183e-01
5.507812e-01,1.757812e-01,5.179346e-01
5.546875e-01,1.757812e-01,5.168730e-01
5.585938e-01,1.757812e-01,5.157335e-01
5.625000e-01,1.757812e-01,5.145163e-01
5.664062e-01,1.757812e-01,5.132216e-01
5.703125e-01,1.757812e-01,5.118497e-01
5.742188e-01,1.757812e-01,5.104007e-01
5.781250e-01,1.757812e-01,5.088748e-01
5.820312e-01,1.757812e-01,5.072722e-01
5.859375e-01,1.757812e-01,5.055933e-01
5.898438e-01,1.757812e-01,5.038383e-01
5.937500e-01,1.757812e-01,5.020073e-01
5.976562e-01,1.757812e-01,5.001008e-01
6.015625e-01,1.757812e-01,4.981189e-01
6.054688e-01,1.757812e-01,4.960621e-01
6.093750e-01,1.757812e-01,4.939305e-01
6.132812e-01,1.757812e-01,4.917245e-01
6.171875e-01,1.757812e-01,4.894445e-01
6.210938e-01,1.757812e-01,4.870908e-01
6.250000e-01,1.757812e-01,4.846637e-01
6.289062e-01,1.757812e-01,4.821637e-01
6.328125e-01,1.757812e-01,4.795910e-01
6.367188e-01,1.757812e-01,4.769461e-01
6.406250e-01,1.757812e-01,4.742294e-01
6.445312e-01,1.757812e-01,4.714413e-01
6.484375e-01,1.757812e-01,4.685821e-01
6.523438e-01,1.757812e-01,4.656524e-01
6.562500e-01,1.757812e-01,4.626526e-01
6.601562e-01,1.757812e-01,4.595831e-01
6.640625e-01,1.757812e-01,4.564444e-01
6.679688e-01,1.757812e-01,4.532369e-01
6.718750e-01,1.757812e-01,4.499612e-01
6.757812e-01,1.757812e-01,4.466177e-01
6.796875e-01,1.757812e-01,4.432070e-01
6.835938e-01,1.757812e-01,4.397295e-01
6.875000e-01,1.757812e-01,4.361858e-01
6.914062e-01,1.757812e-01,4.325765e-01
6.953125e-01,1.757812e-01,4.289019e-01
6.992188e-01,1.757812e-01,4.251628e-01
7.031250e-01,1.757812e-01,4.213597e-01
7.070312e-01,1.757812e-01,4.174931e-01
7.109375e-01,1.757812e-01,4.135636e-01
7.148438e-01,1.757812e-01,4.095718e-01
7.187500e-01,1.757812e-01,4.055184e-01
7.226562e-01,1.757812e-01,4.014039e-01
7.265625e-01,1.757812e-01,3.972289e-01
7.304688e-01,1.757812e-01,3.929942e-01
7.343750e-01,1.757812e-01,3.887002e-01
7.382812e-01,1.757812e-01,3.843477e-01
7.421875e-01,1.757812e-01,3.799373e-01
7.460938e-01,1.757812e-01,3.754697e-01
7.500000e-01,1.757812e-01,3.709456e-01
7.539062e-01,1.757812e-01,3.663656e-01
7.578125e-01,1.757812e-01,3.617304e-01
7.617188e-01,1.757812e-01,3.570407e-01
7.656250e-01,1.757812e-01,3.522973e-01
7.695312e-01,1.757812e-01,3.475008e-01
7.734375e-01,1.757812e-01,3.426520e-01
7.773438e-01,1.757812e-01,3.377516e-01
7.812500e-01,1.757812e-01,3.328003e-01
7.851562e-01,1.757812e-01,3.277989e-01
7.890625e-01,1.757812e-01,3.227482e-01
7.929688e-01,1.757812e-01,3.176488e-01
7.968750e-01,1.757812e-01,3.125016e-01
8.007812e-01,1.757812e-01,3.073074e-01
8.046875e-01,1.757812e-01,3.020668e-01
8.085938e-01,1.757812e-01,2.967808e-01
8.125000e-01,1.757812e-01,2.914501e-01
8.164062e-01,1.757812e-01,2.860754e-01
8.203125e-01,1.757812e-01,2.806578e-01
8.242188e-01,1.757812e-01,2.751978e-01
8.281250e-01,1.757812e-01,2.696964e-01
8.320312e-01,1.757812e-01,2.641544e-01
8.359375e-01,1.757812e-01,2.585725e-01
8.398438e-01,1.757812e-01,2.529518e-01
8.437500e-01,1.757812e-01,2.472930e-01
8.476562e-01,1.757812e-01,2.415969e-01
8.515625e-01,1.757812e-01,2.358644e-01
8.554688e-01,1.757812e-01,2.300964e-01
8.593750e-01,1.757812e-01,2.242938e-01
8.632812e-01,1.757812e-01,2.184574e-01
8.671875e-01,1.757812e-01,2.125881e-01
8.710938e-01,1.757812e-01,2.066868e-01
8.750000e-01,1.757812e-01,2.007543e-01
8.789062e-01,1.757812e-01,1.947916e-01
8.828125e-01,1.757812e-01,1.887996e-01
8.867188e-01,1.757812e-01,1.827791e-01
8.906250e-01,1.757812e-01,1.767312e-01
8.945312e-01,1.757812e-01,1.706566e-01
8.984375e-01,1.757812e-01,1.645563e-01
9.023438e-01,1.757812e-01,1.584312e-01
9.062500e-01,1.757812e-01,1.522823e-01
9.101562e-01,1.757812e-01,1.461104e-01
9.140625e-01,1.757812e-01,1.399165e-01
9.179688e-01,1.757812e-01,1.337016e-01
9.218750e-01,1.757812e-01,1.274665e-01
9.257812e-01,1.757812e-01,1.212122e-01
9.296875e-01,1.757812e-01,1.149397e-01
9.335938e-01,1.757812e-01,1.086499e-01
9.375000e-01,1.757812e-01,1.023437e-01
9.414062e-01,1.757812e-01,9.602204e-02
9.453125e-01,1.757812e-01,8.968597e-02
9.492188e-01,1.757812e-01,8.333639e-02
9.531250e-01,1.757812e-01,7.697426e-02
9.570312e-01,1.757812e-01,7.060054e-02
9.609375e-01,1.757812e-01,6.421618e-02
9.648438e-01,1.757812e-01,5.782216e-02
9.687500e-01,1.757812e-01,5.141942e-02
9.726562e-01,1.757812e-01,4.500895e-02
9.765625e-01,1.757812e-01,3.859169e-02
9.804688e-01,1.757812e-01,3.216863e-02
9.843750e-01,1.757812e-01,2.574072e-02
9.882812e-01,1.757812e-01,1.930893e-02
9.921875e-01,1.757812e-01,1.287424e-02
9.960938e-01,1.757812e-01,6.437603e-03
3.906250e-03,1.796875e-01,6.565326e-03
7.812500e-03,1.796875e-01,1.312966e-02
1.171875e-02,1.796875e-01,1.969202e-02
1.562500e-02,1.796875e-01,2.625142e-02
1.953125e-02,1.796875e-01,3.280686e-02
2.343750e-02,1.796875e-01,3.935736e-02
2.734375e-02,1.796875e-01,4.590193e-02
3.125000e-02,1.796875e-01,5.243960e-02
3.515625e-02,1.796875e-01,5.896936e-02
3.906250e-02,1.796875e-01,6.549024e-02
4.296875e-02,1.796875e-01,7.200126e-02
4.687500e-02,1.796875e-01,7.850144e-02
5.078125e-02,1.796875e-01,8.498980e-02
5.468750e-02,1.796875e-01,9.146535e-02
5.859375e-02,1.796875e-01,9.792714e-02
6.250000e-02,1.796875e-01,1.043742e-01
6.640625e-02,1.796875e-01,1.108055e-01
7.031250e-02,1.796875e-01,1.172201e-01
7.421875e-02,1.796875e-01,1.236171e-01
7.812500e-02,1.796875e-01,1.299955e-01
8.203125e-02,1.796875e-01,1.363542e-01
8.593750e-02,1.796875e-01,1.426925e-01
8.984375e-02,1.796875e-01,1.490092e-01
9.375000e-02,1.796875e-01,1.553036e-01
9.765625e-02,1.796875e-01,1.615745e-01
1.015625e-01,1.796875e-01,1.678211e-01
1.054688e-01,1.796875e-01,1.740424e-01
1.093750e-01,1.796875e-01,1.802375e-01
1.132812e-01,1.796875e-01,1.864055e-01
1.171875e-01,1.796875e-01,1.925454e-01
1.210938e-01,1.796875e-01,1.986563e-01
1.250000e-01,1.796875e-01,2.047373e-01
1.289062e-01,1.796875e-01,2.107875e-01
1.328125e-01,1.796875e-01,2.168059e-01
1.367188e-01,1.796875e-01,2.227916e-01
1.406250e-01,1.796875e-01,2.287438e-01
1.445312e-01,1.796875e-01,2.346616e-01
1.484375e-01,1.796875e-01,2.405440e-01
1.523438e-01,1.796875e-01,2.463902e-01
1.562500e-01,1.796875e-01,2.521993e-01
1.601562e-01,1.796875e-01,2.579704e-01
1.640625e-01,1.796875e-01,2.637027e-01
1.679688e-01,1.796875e-01,2.693952e-01
1.718750e-01,1.796875e-01,2.750472e-01
1.757812e-01,1.796875e-01,2.806578e-01
1.796875e-01,1.796875e-01,2.862260e-01
1.835938e-01,1.796875e-01,2.917512e-01
1.875000e-01,1.796875e-01,2.972325e-01
1.914062e-01,1.796875e-01,3.026690e-01
1.953125e-01,1.796875e-01,3.080599e-01
1.992188e-01,1.796875e-01,3.134044e-01
2.031250e-01,1.796875e-01,3.187017e-01
2.070312e-01,1.796875e-01,3.239510e-01
2.109375e-01,1.796875e-01,3.291516e-01
2.148438e-01,1.796875e-01,3.343025e-01
2.187500e-01,1.796875e-01,3.394032e-01
2.226562e-01,1.796875e-01,3.444527e-01
2.265625e-01,1.796875e-01,3.494503e-01
2.304688e-01,1.796875e-01,3.543953e-01
2.343750e-01,1.796875e-01,3.592870e-01
2.382812e-01,1.796875e-01,3.641245e-01
2.421875e-01,1.796875e-01,3.689072e-01
2.460938e-01,1.796875e-01,3.736343e-01
2.500000e-01,1.796875e-01,3.783052e-01
2.539062e-01,1.796875e-01,3.829191e-01
2.578125e-01,1.796875e-01,3.874753e-01
2.617188e-01,1.796875e-01,3.919732e-01
2.656250e-01,1.796875e-01,3.964121e-01
2.695312e-01,1.796875e-01,4.007912e-01
2.734375e-01,1.796875e-01,4.051100e-01
2.773438e-01,1.796875e-01,4.093678e-01
2.812500e-01,1.796875e-01,4.135639e-01
2.851562e-01,1.796875e-01,4.176978e-01
2.890625e-01,1.796875e-01,4.217688e-01
