0,0.00453205
1,0.00439855
2,0.004269
3,0.00414327
4,0.00402123
5,0.00390278
6,0.0037878
7,0.00367618
8,0.0035678
9,0.00346257
10,0.00336038
11,0.00326116
12,0.0031648
13,0.00307122
14,0.00298035
15,0.00289211
16,0.00280642
17,0.00272322
18,0.00264243
19,0.002564
20,0.00248786
21,0.00241393
22,0.00234217
23,0.00227251
24,0.0022049
25,0.00213927
26,0.00207558
27,0.00201376
28,0.00195376
29,0.00189554
30,0.00183904
31,0.00178421
32,0.001731
33,0.00167937
34,0.00162927
35,0.00158066
36,0.00153349
37,0.00148772
38,0.00144332
39,0.00140023
40,0.00135843
41,0.00131787
42,0.00127852
43,0.00124034
44,0.0012033
45,0.00116736
46,0.00113249
47,0.00109867
48,0.00106585
49,0.00103401
50,0.00100312
51,0.000973151
52,0.000944078
53,0.000915872
54,0.000888507
55,0.00086196
56,0.000836205
57,0.00081122
58,0.00078698
59,0.000763464
60,0.00074065
61,0.000718518
62,0.000697047
63,0.000676217
64,0.000656009
65,0.000636405
66,0.000617386
67,0.000598936
68,0.000581037
69,0.000563673
70,0.000546827
71,0.000530485
72,0.000514631
73,0.00049925
74,0.00048433
75,0.000469855
76,0.000455812
77,0.00044219
78,0.000428974
79,0.000416153
80,0.000403716
81,0.00039165
82,0.000379944
83,0.000368589
84,0.000357572
85,0.000346885
86,0.000336518
87,0.00032646
88,0.000316703
89,0.000307237
90,0.000298054
91,0.000289146
92,0.000280504
93,0.00027212
94,0.000263987
95,0.000256096
96,0.000248442
97,0.000241017
98,0.000233813
99,0.000226825
100,0.000220045
101,0.000213468
102,0.000207088
103,0.000200898
104,0.000194894
105,0.000189068
106,0.000183417
107,0.000177935
108,0.000172617
109,0.000167458
110,0.000162452
111,0.000157597
112,0.000152886
113,0.000148317
114,0.000143884
115,0.000139583
116,0.000135411
117,0.000131364
118,0.000127437
119,0.000123628
120,0.000119933
121,0.000116348
122,0.000112871
123,0.000109497
124,0.000106224
125,0.000103049
126,9.99694e-05
127,9.69813e-05
128,9.40826e-05
129,9.12705e-05
130,8.85425e-05
131,8.5896e-05
132,8.33286e-05
133,8.0838e-05
134,7.84218e-05
135,7.60778e-05
136,7.38039e-05
137,7.15979e-05
138,6.94579e-05
139,6.73818e-05
140,6.53678e-05
141,6.3414e-05
142,6.15186e-05
143,5.96798e-05
144,5.7896e-05
145,5.61655e-05
146,5.44867e-05
147,5.28582e-05
148,5.12782e-05
149,4.97456e-05
150,4.82587e-05
151,4.68163e-05
152,4.54169e-05
153,4.40594e-05
154,4.27425e-05
155,4.1465e-05
156,4.02256e-05
157,3.90233e-05
158,3.78569e-05
159,3.67253e-05
160,3.56276e-05
161,3.45627e-05
162,3.35297e-05
163,3.25275e-05
164,3.15552e-05
165,3.06121e-05
166,2.96971e-05
167,2.88094e-05
168,2.79483e-05
169,2.7113e-05
170,2.63026e-05
171,2.55164e-05
172,2.47537e-05
173,2.40138e-05
174,2.32961e-05
175,2.25998e-05
176,2.19243e-05
177,2.12689e-05
178,2.06332e-05
179,2.00165e-05
180,1.94182e-05
181,1.88378e-05
182,1.82748e-05
183,1.77285e-05
184,1.71986e-05
185,1.66846e-05
186,1.61859e-05
187,1.57021e-05
188,1.52327e-05
189,1.47774e-05
190,1.43358e-05
191,1.39073e-05
192,1.34916e-05
193,1.30883e-05
194,1.26971e-05
195,1.23176e-05
196,1.19494e-05
197,1.15923e-05
198,1.12458e-05
199,1.09096e-05
200,1.05836e-05
201,1.02672e-05
202,9.96033e-06
203,9.66262e-06
204,9.3738e-06
205,9.09362e-06
206,8.82182e-06
207,8.55814e-06
208,8.30234e-06
209,8.05418e-06
210,7.81344e-06
211,7.5799e-06
212,7.35334e-06
213,7.13355e-06
214,6.92033e-06
215,6.71348e-06
216,6.51282e-06
217,6.31815e-06
218,6.12931e-06
219,5.9461e-06
220,5.76837e-06
221,5.59596e-06
222,5.4287e-06
223,5.26644e-06
224,5.10902e-06
225,4.95632e-06
226,4.80817e-06
227,4.66446e-06
228,4.52504e-06
229,4.38979e-06
230,4.25858e-06
231,4.13129e-06
232,4.00781e-06
233,3.88801e-06
234,3.7718e-06
235,3.65906e-06
236,3.54969e-06
237,3.4436e-06
238,3.34067e-06
239,3.24082e-06
240,3.14395e-06
241,3.04998e-06
242,2.95881e-06
243,2.87038e-06
244,2.78458e-06
245,2.70135e-06
246,2.62061e-06
247,2.54228e-06
248,2.46629e-06
249,2.39257e-06
250,2.32106e-06
251,2.25168e-06
252,2.18438e-06
253,2.11909e-06
254,2.05575e-06
255,1.99431e-06
256,1.9347e-06
257,1.87687e-06
258,1.82077e-06
259,1.76635e-06
260,1.71355e-06
261,1.66233e-06
262,1.61265e-06
263,1.56445e-06
264,1.51769e-06
265,1.47232e-06
266,1.42831e-06
267,1.38562e-06
268,1.34421e-06
269,1.30403e-06
270,1.26505e-06
271,1.22724e-06
272,1.19056e-06
273,1.15497e-06
274,1.12045e-06
275,1.08696e-06
276,1.05447e-06
277,1.02295e-06
278,9.92378e-07
279,9.62716e-07
280,9.3394e-07
281,9.06025e-07
282,8.78944e-07
283,8.52673e-07
284,8.27187e-07
285,8.02462e-07
286,7.78477e-07
287,7.55208e-07
288,7.32636e-07
289,7.10737e-07
290,6.89493e-07
291,6.68885e-07
292,6.48892e-07
293,6.29497e-07
294,6.10681e-07
295,5.92428e-07
296,5.74721e-07
297,5.57542e-07
298,5.40877e-07
299,5.24711e-07
300,5.09027e-07
301,4.93813e-07
302,4.79053e-07
303,4.64734e-07
304,4.50843e-07
305,4.37368e-07
306,4.24295e-07
307,4.11613e-07
308,3.9931e-07
309,3.87374e-07
310,3.75796e-07
311,3.64563e-07
312,3.53667e-07
313,3.43096e-07
314,3.32841e-07
315,3.22892e-07
316,3.13241e-07
317,3.03878e-07
318,2.94795e-07
319,2.85984e-07
320,2.77436e-07
321,2.69144e-07
322,2.61099e-07
323,2.53295e-07
324,2.45724e-07
325,2.38379e-07
326,2.31254e-07
327,2.24342e-07
328,2.17637e-07
329,2.11131e-07
330,2.04821e-07
331,1.98699e-07
332,1.9276e-07
333,1.86998e-07
334,1.81409e-07
335,1.75987e-07
336,1.70726e-07
337,1.65623e-07
338,1.60673e-07
339,1.5587e-07
340,1.51212e-07
341,1.46692e-07
342,1.42307e-07
343,1.38054e-07
344,1.33927e-07
345,1.29924e-07
346,1.26041e-07
347,1.22274e-07
348,1.18619e-07
349,1.15073e-07
350,1.11634e-07
351,1.08297e-07
352,1.0506e-07
353,1.0192e-07
354,9.88736e-08
